"t_stamp","add_feed 1","add_feed 2","cement_flow_return","cli_feed","gyp_feed","hopper_cli_lev","hopper_gyp_lev","hopper_lime_lev","lime_feed","tot_feed","tot_feed sv"
"2017-07-01 18:10:00.000","0.0","0.0","0.0","0.0","0.0","11.97989273071289","0.0","0.0","0.0","269.72918701171875","0.0"
"2017-07-01 18:20:00.000","0.0","0.0","0.0","0.0","0.0","13.68486499786377","0.0","0.0","0.0","276.0874328613281","0.0"
"2017-07-01 18:30:00.000","0.0","0.0","0.0","0.0","0.0","12.766593933105469","0.0","0.0","0.0","271.2149658203125","0.0"
"2017-07-01 18:40:00.000","0.0","0.0","0.0","0.0","0.0","13.965272903442383","0.0","0.0","0.0","275.675048828125","0.0"
"2017-07-01 18:50:00.000","0.0","0.0","0.0","0.0","0.0","13.309652328491211","0.0","0.0","0.0","281.028564453125","0.0"
"2017-07-01 19:00:00.000","0.0","0.0","0.0","0.0","0.0","13.202679634094238","0.0","0.0","0.0","285.90289306640625","0.0"
"2017-07-01 19:10:00.000","0.0","0.0","0.0","0.0","0.0","13.731206893920898","0.0","0.0","0.0","272.8692626953125","0.0"
"2017-07-01 19:20:00.000","0.0","0.0","0.0","0.0","0.0","14.522326469421387","0.0","0.0","0.0","275.2884216308594","0.0"
"2017-07-01 19:30:00.000","0.0","0.0","0.0","0.0","0.0","13.862883567810059","0.0","0.0","0.0","275.6037292480469","0.0"
"2017-07-01 19:40:00.000","0.0","0.0","0.0","0.0","0.0","12.797982215881348","0.0","0.0","0.0","266.1549987792969","0.0"
"2017-07-01 19:50:00.000","0.0","0.0","0.0","0.0","0.0","11.96358585357666","0.0","0.0","0.0","280.3684387207031","0.0"
"2017-07-01 20:00:00.000","0.0","0.0","0.0","0.0","0.0","13.867551803588867","0.0","0.0","0.0","281.6567077636719","0.0"
"2017-07-01 20:10:00.000","0.0","0.0","0.0","0.0","0.0","14.406829833984375","0.0","0.0","0.0","284.0886535644531","0.0"
"2017-07-01 20:20:00.000","0.0","0.0","0.0","0.0","0.0","14.060195922851562","0.0","0.0","0.0","268.331787109375","0.0"
"2017-07-01 20:30:00.000","0.0","0.0","0.0","0.0","0.0","13.196182250976562","0.0","0.0","0.0","273.42437744140625","0.0"
"2017-07-01 20:40:00.000","0.0","0.0","0.0","0.0","0.0","14.457839965820312","0.0","0.0","0.0","274.13189697265625","0.0"
"2017-07-01 20:50:00.000","0.0","0.0","0.0","0.0","0.0","13.219735145568848","0.0","0.0","0.0","280.2183532714844","0.0"
"2017-07-01 21:00:00.000","0.0","0.0","0.0","0.0","0.0","13.849371910095215","0.0","0.0","0.0","283.82476806640625","0.0"
"2017-07-01 21:10:00.000","0.0","0.0","0.0","0.0","0.0","14.954523086547852","0.0","0.0","0.0","266.2841796875","0.0"
"2017-07-01 21:20:00.000","0.0","0.0","0.0","0.0","0.0","13.326292991638184","0.0","0.0","0.0","274.17315673828125","0.0"
"2017-07-01 21:30:00.000","0.0","0.0","0.0","0.0","0.0","13.836162567138672","0.0","0.0","0.0","272.65673828125","0.0"
"2017-07-01 21:40:00.000","0.0","0.0","0.0","0.0","0.0","12.896929740905762","0.0","0.0","0.0","277.908203125","0.0"
"2017-07-01 21:50:00.000","0.0","0.0","0.0","0.0","0.0","12.719039916992188","0.0","0.0","0.0","277.10382080078125","0.0"
"2017-07-01 22:00:00.000","0.0","0.0","0.0","0.0","0.0","13.419416427612305","0.0","0.0","0.0","280.5126647949219","0.0"
"2017-07-01 22:10:00.000","0.0","0.0","0.0","0.0","0.0","13.808765411376953","0.0","0.0","0.0","280.34124755859375","0.0"
"2017-07-01 22:20:00.000","0.0","0.0","0.0","0.0","0.0","13.242321014404297","0.0","0.0","0.0","283.2766418457031","0.0"
"2017-07-01 22:30:00.000","0.0","0.0","0.0","0.0","0.0","13.854825973510742","0.0","0.0","0.0","277.2543029785156","0.0"
"2017-07-01 22:40:00.000","0.0","0.0","0.0","0.0","0.0","15.028885841369629","0.0","0.0","0.0","263.1742248535156","0.0"
"2017-07-01 22:50:00.000","0.0","0.0","0.0","0.0","0.0","13.38288402557373","0.0","0.0","0.0","272.4678955078125","0.0"
"2017-07-01 23:00:00.000","0.0","0.0","0.0","0.0","0.0","13.021026611328125","0.0","0.0","0.0","266.0531921386719","0.0"
"2017-07-01 23:10:00.000","0.0","0.0","0.0","0.0","0.0","14.286040306091309","0.0","0.0","0.0","263.9041442871094","0.0"
"2017-07-01 23:20:00.000","0.0","0.0","0.0","0.0","0.0","12.906396865844727","0.0","0.0","0.0","272.52142333984375","0.0"
"2017-07-01 23:30:00.000","0.0","0.0","0.0","0.0","0.0","13.100602149963379","0.0","0.0","0.0","277.6101989746094","0.0"
"2017-07-01 23:40:00.000","0.0","0.0","0.0","0.0","0.0","14.199222564697266","0.0","0.0","0.0","272.8970642089844","0.0"
"2017-07-01 23:50:00.000","0.0","0.0","0.0","0.0","0.0","14.011512756347656","0.0","0.0","0.0","271.080810546875","0.0"
"2017-07-02 00:00:00.000","0.0","0.0","0.0","0.0","0.0","12.910215377807617","0.0","0.0","0.0","284.1186218261719","0.0"
"2017-07-02 00:10:00.000","0.0","0.0","0.0","0.0","0.0","13.030272483825684","0.0","0.0","0.0","283.6507873535156","0.0"
"2017-07-02 00:20:00.000","0.0","0.0","0.0","0.0","0.0","12.813396453857422","0.0","0.0","0.0","289.4606628417969","0.0"
"2017-07-02 00:30:00.000","0.0","0.0","0.0","0.0","0.0","13.66249942779541","0.0","0.0","0.0","291.10498046875","0.0"
"2017-07-02 00:40:00.000","0.0","0.0","0.0","0.0","0.0","14.195767402648926","0.0","0.0","0.0","279.6963806152344","0.0"
"2017-07-02 00:50:00.000","0.0","0.0","0.0","0.0","0.0","12.60090446472168","0.0","0.0","0.0","285.03839111328125","0.0"
"2017-07-02 01:00:00.000","0.0","0.0","0.0","0.0","0.0","13.705575942993164","0.0","0.0","0.0","282.8080139160156","0.0"
"2017-07-02 01:10:00.000","0.0","0.0","0.0","0.0","0.0","13.006184577941895","0.0","0.0","0.0","290.2252502441406","0.0"
"2017-07-02 01:20:00.000","0.0","0.0","0.0","0.0","0.0","13.970324516296387","0.0","0.0","0.0","284.3995361328125","0.0"
"2017-07-02 01:30:00.000","0.0","0.0","0.0","0.0","0.0","13.298261642456055","0.0","0.0","0.0","284.2136535644531","0.0"
"2017-07-02 01:40:00.000","0.0","0.0","0.0","0.0","0.0","12.774920463562012","0.0","0.0","0.0","282.7937927246094","0.0"
"2017-07-02 01:50:00.000","0.0","0.0","0.0","0.0","0.0","13.489704132080078","0.0","0.0","0.0","290.95367431640625","0.0"
"2017-07-02 02:00:00.000","0.0","0.0","0.0","0.0","0.0","15.335147857666016","0.0","0.0","0.0","280.6476135253906","0.0"
"2017-07-02 02:10:00.000","0.0","0.0","0.0","0.0","0.0","14.223184585571289","0.0","0.0","0.0","275.56402587890625","0.0"
"2017-07-02 02:20:00.000","0.0","0.0","0.0","0.0","0.0","13.75934886932373","0.0","0.0","0.0","274.49755859375","0.0"
"2017-07-02 02:30:00.000","0.0","0.0","0.0","0.0","0.0","13.78305721282959","0.0","0.0","0.0","281.85406494140625","0.0"
"2017-07-02 02:40:00.000","0.0","0.0","0.0","0.0","0.0","13.12326431274414","0.0","0.0","0.0","289.6287536621094","0.0"
"2017-07-02 02:50:00.000","0.0","0.0","0.0","0.0","0.0","13.717094421386719","0.0","0.0","0.0","293.4690856933594","0.0"
"2017-07-02 03:00:00.000","0.0","0.0","0.0","0.0","0.0","13.586255073547363","0.0","0.0","0.0","282.4012145996094","0.0"
"2017-07-02 03:10:00.000","0.0","0.0","0.0","0.0","0.0","12.129365921020508","0.0","0.0","0.0","297.9674377441406","0.0"
